ticker,yfExchange,convertedExchange
CHZ,SI,SGX
5UX,SI,SGX
S61,SI,SGX
BUOU,SI,SGX
P34,SI,SGX
S41,SI,SGX
BAI,SI,SGX
YF8,SI,SGX
C52,SI,SGX
C09,SI,SGX
PGS,SI,SGX
BHU,SI,SGX
F99,SI,SGX
AU8U,SI,SGX
YYN,SI,SGX
CC3,SI,SGX
F03,SI,SGX
ACV,SI,SGX
I07,SI,SGX
U77,SI,SGX
TQ5,SI,SGX
H15,SI,SGX
M1GU,SI,SGX
5PO,SI,SGX
BEI,SI,SGX
J36,SI,SGX
S59,SI,SGX
U14,SI,SGX
C07,SI,SGX
H78,SI,SGX
1D0,SI,SGX
508,SI,SGX
NIO,SI,SGX
V3M,SI,SGX
U96,SI,SGX
MXNU,SI,SGX
1D1,SI,SGX
K29,SI,SGX
C8R,SI,SGX
G92,SI,SGX
MV4,SI,SGX
5FW,SI,SGX
Z25,SI,SGX
B73,SI,SGX
S7OU,SI,SGX
1J5,SI,SGX
CY6U,SI,SGX
P7VU,SI,SGX
BLW,SI,SGX
ENV,SI,SGX
JLB,SI,SGX
5LY,SI,SGX
EB5,SI,SGX
528,SI,SGX
S69,SI,SGX
5OI,SI,SGX
U9E,SI,SGX
G20,SI,SGX
5TP,SI,SGX
CLN,SI,SGX
BS6,SI,SGX
C33,SI,SGX
BHD,SI,SGX
LS9,SI,SGX
K75,SI,SGX
5IC,SI,SGX
42Z,SI,SGX
BTG,SI,SGX
XZL,SI,SGX
581,SI,SGX
P8A,SI,SGX
5GI,SI,SGX
1A1,SI,SGX
VC2,SI,SGX
42R,SI,SGX
5WH,SI,SGX
5DM,SI,SGX
5EG,SI,SGX
5G2,SI,SGX
C13,SI,SGX
N32,SI,SGX
AAJ,SI,SGX
O9E,SI,SGX
AYV,SI,SGX
P8Z,SI,SGX
AWI,SI,SGX
5NF,SI,SGX
5G9,SI,SGX
F10,SI,SGX
URR,SI,SGX
T41,SI,SGX
AWZ,SI,SGX
CRPU,SI,SGX
BCZ,SI,SGX
42W,SI,SGX
V2Y,SI,SGX
L19,SI,SGX
T6I,SI,SGX
D5IU,SI,SGX
1F3,SI,SGX
S56,SI,SGX
5DX,SI,SGX
5WF,SI,SGX
1D4,SI,SGX
5UL,SI,SGX
AZA,SI,SGX
5CF,SI,SGX
5EV,SI,SGX
42C,SI,SGX
BQD,SI,SGX
NO4,SI,SGX
QS9,SI,SGX
BLZ,SI,SGX
BQN,SI,SGX
LYY,SI,SGX
5TN,SI,SGX
MTW,BK,BKK
STOWER-R,BK,BKK
STOWER,BK,BKK
LRH-R,BK,BKK
LRH,BK,BKK
TCMC,BK,BKK
TCMC-R,BK,BKK
KCE-R,BK,BKK
KCE,BK,BKK
EMC-R,BK,BKK
EMC,BK,BKK
PRIN-R,BK,BKK
PRIN,BK,BKK
TURTLE,BK,BKK
TURTLE-R,BK,BKK
WAVE,BK,BKK
WAVE-R,BK,BKK
ALLA,BK,BKK
ALLA-R,BK,BKK
TGPRO,BK,BKK
TGPRO-R,BK,BKK
HYDRO-R,BK,BKK
HYDRO,BK,BKK
PDJ-R,BK,BKK
PDJ,BK,BKK
UOBKH,BK,BKK
UOBKH-R,BK,BKK
CTW-R,BK,BKK
CTW,BK,BKK
B,BK,BKK
B-R,BK,BKK
ASEFA-R,BK,BKK
ASEFA,BK,BKK
TVT,BK,BKK
TVT-R,BK,BKK
ARROW-R,BK,BKK
ARROW,BK,BKK
M-CHAI,BK,BKK
M-CHAI-R,BK,BKK
PPP,BK,BKK
PPP-R,BK,BKK
NEP,BK,BKK
NEP-R,BK,BKK
TC-R,BK,BKK
TC,BK,BKK
HL,BK,BKK
WACOAL-R,BK,BKK
WACOAL,BK,BKK
GJS,BK,BKK
GJS-R,BK,BKK
SR-R,BK,BKK
SR,BK,BKK
KKC,BK,BKK
TFG-R,BK,BKK
KKC-R,BK,BKK
TFG,BK,BKK
IIG-R,BK,BKK
IIG,BK,BKK
SENAJ,BK,BKK
SENAJ-R,BK,BKK
LH-R,BK,BKK
LH,BK,BKK
PROUD,BK,BKK
PROUD-R,BK,BKK
UBIS-R,BK,BKK
UBIS,BK,BKK
HANA-R,BK,BKK
HANA,BK,BKK
CRANE-R,BK,BKK
CRANE,BK,BKK
TMI-R,BK,BKK
TMI,BK,BKK
TCJ-R,BK,BKK
TCJ,BK,BKK
DIMET,BK,BKK
DIMET-R,BK,BKK
KBS-R,BK,BKK
KBS,BK,BKK
CCP-R,BK,BKK
CCP,BK,BKK
QLT-R,BK,BKK
QLT,BK,BKK
BEYOND-R,BK,BKK
BEYOND,BK,BKK
AMARIN,BK,BKK
AMARIN-R,BK,BKK
WHA-R,BK,BKK
WHA,BK,BKK
SMIT,BK,BKK
CGD-R,BK,BKK
CGD,BK,BKK
SMIT-R,BK,BKK
THANA-R,BK,BKK
THANA,BK,BKK
MBAX-R,BK,BKK
MBAX,BK,BKK
RPC,BK,BKK
RPC-R,BK,BKK
WHAUP-R,BK,BKK
WHAUP,BK,BKK
KDH-R,BK,BKK
KDH,BK,BKK
TWP,BK,BKK
TWP-R,BK,BKK
KEX-R,BK,BKK
KEX,BK,BKK
CPL-R,BK,BKK
CPL,BK,BKK
NKI,BK,BKK
NKI-R,BK,BKK
GIFT-R,BK,BKK
GIFT,BK,BKK
SFLEX,BK,BKK
SFLEX-R,BK,BKK
AH,BK,BKK
AH-R,BK,BKK
YUASA-R,BK,BKK
YUASA,BK,BKK
CNT-R,BK,BKK
CNT,BK,BKK
L&E,BK,BKK
L&E-R,BK,BKK
XO-R,BK,BKK
XO,BK,BKK
MTI-R,BK,BKK
MTI,BK,BKK
BC,BK,BKK
BC-R,BK,BKK
SJWD-R,BK,BKK
SJWD,BK,BKK
TNH-R,BK,BKK
TNH,BK,BKK
GSC-R,BK,BKK
GSC,BK,BKK
ERW,BK,BKK
ERW-R,BK,BKK
TK,BK,BKK
TK-R,BK,BKK
NDR-R,BK,BKK
NDR,BK,BKK
EPG,BK,BKK
EPG-R,BK,BKK
TOPP,BK,BKK
TOPP-R,BK,BKK
BTW,BK,BKK
BTW-R,BK,BKK
TSTH,BK,BKK
TSTH-R,BK,BKK
TMW-R,BK,BKK
TMW,BK,BKK
GREEN,BK,BKK
GREEN-R,BK,BKK
BLA-R,BK,BKK
BLA,BK,BKK
NEX-R,BK,BKK
NEX,BK,BKK
DV8,BK,BKK
DV8-R,BK,BKK
CENTEL-R,BK,BKK
CENTEL,BK,BKK
SANKO,BK,BKK
SANKO-R,BK,BKK
MPIC-R,BK,BKK
MPIC,BK,BKK
AMATA-R,BK,BKK
AMATA,BK,BKK
PLANB-R,BK,BKK
PLANB,BK,BKK
TNP,BK,BKK
TNP-R,BK,BKK
TPOLY-R,BK,BKK
TPOLY,BK,BKK
TOA-R,BK,BKK
TOA,BK,BKK
AP-R,BK,BKK
AP,BK,BKK
GVREIT,BK,BKK
ATP30,BK,BKK
STI,BK,BKK
STI-R,BK,BKK
ATP30-R,BK,BKK
F&D-R,BK,BKK
F&D,BK,BKK
SAUCE,BK,BKK
SAUCE-R,BK,BKK
SVI,BK,BKK
SVI-R,BK,BKK
SPC,BK,BKK
SPC-R,BK,BKK
PROS-R,BK,BKK
PROS,BK,BKK
FANCY-R,BK,BKK
FANCY,BK,BKK
LPF,BK,BKK
BBIK-R,BK,BKK
BBIK,BK,BKK
THCOM-R,BK,BKK
THCOM,BK,BKK
ILINK,BK,BKK
ILINK-R,BK,BKK
GTB,BK,BKK
GTB-R,BK,BKK
BRR-R,BK,BKK
BRR,BK,BKK
GULF,BK,BKK
GULF-R,BK,BKK
CMO-R,BK,BKK
CMO,BK,BKK
CPR-R,BK,BKK
CPR,BK,BKK
THE,BK,BKK
THE-R,BK,BKK
M-II,BK,BKK
SITHAI,BK,BKK
SITHAI-R,BK,BKK
STC,BK,BKK
STC-R,BK,BKK
TPCH-R,BK,BKK
TPCH,BK,BKK
TWPC,BK,BKK
TWPC-R,BK,BKK
MGT-R,BK,BKK
MGT,BK,BKK
CV,BK,BKK
CV-R,BK,BKK
VGI,BK,BKK
VGI-R,BK,BKK
KPNPF,BK,BKK
GPSC-R,BK,BKK
GPSC,BK,BKK
JSP,BK,BKK
JSP-R,BK,BKK
NUSA,BK,BKK
NUSA-R,BK,BKK
SO,BK,BKK
SO-R,BK,BKK
TAPAC,BK,BKK
TAPAC-R,BK,BKK
BROCK-R,BK,BKK
BROCK,BK,BKK
MDX-R,BK,BKK
MDX,BK,BKK
PRECHA-R,BK,BKK
PRECHA,BK,BKK
WARRIX,BK,BKK
CITY-R,BK,BKK
CITY,BK,BKK
LHK-R,BK,BKK
LHK,BK,BKK
STA,BK,BKK
STA-R,BK,BKK
ASIAN,BK,BKK
ASIAN-R,BK,BKK
SORKON-R,BK,BKK
SORKON,BK,BKK
THRE-R,BK,BKK
SVR,BK,BKK
THRE,BK,BKK
EGCO-R,BK,BKK
EGCO,BK,BKK
BOL-R,BK,BKK
BOL,BK,BKK
DELTA-R,BK,BKK
DELTA,BK,BKK
NSL-R,BK,BKK
NSL,BK,BKK
TPBI,BK,BKK
TPBI-R,BK,BKK
SIMAT-R,BK,BKK
SIMAT,BK,BKK
ACE-R,BK,BKK
ACE,BK,BKK
AU,BK,BKK
AIT-R,BK,BKK
AU-R,BK,BKK
AIT,BK,BKK
CPH-R,BK,BKK
CPH,BK,BKK
CIVIL,BK,BKK
DUSIT,BK,BKK
DUSIT-R,BK,BKK
AWC-R,BK,BKK
AWC,BK,BKK
ARIP-R,BK,BKK
ARIP,BK,BKK
ZIGA-R,BK,BKK
ZIGA,BK,BKK
DEMCO-R,BK,BKK
DEMCO,BK,BKK
SC-R,BK,BKK
SC,BK,BKK
WHART,BK,BKK
IMH,BK,BKK
IMH-R,BK,BKK
VNG,BK,BKK
VNG-R,BK,BKK
BBGI,BK,BKK
THIP-R,BK,BKK
THIP,BK,BKK
PTC,BK,BKK
PTC-R,BK,BKK
WGE-R,BK,BKK
WGE,BK,BKK
SYMC-R,BK,BKK
SYMC,BK,BKK
ANAN,BK,BKK
ANAN-R,BK,BKK
KK,BK,BKK
SWC,BK,BKK
SWC-R,BK,BKK
CMR,BK,BKK
CMR-R,BK,BKK
DPAINT,BK,BKK
DPAINT-R,BK,BKK
BCP,BK,BKK
BCP-R,BK,BKK
DMT-R,BK,BKK
DMT,BK,BKK
PRM,BK,BKK
PRM-R,BK,BKK
CEYE,BK,BKK
AMATAV-R,BK,BKK
AMATAV,BK,BKK
FMT-R,BK,BKK
FMT,BK,BKK
RSP,BK,BKK
RSP-R,BK,BKK
UMI-R,BK,BKK
UMI,BK,BKK
MINT-R,BK,BKK
MINT,BK,BKK
IRC,BK,BKK
IRC-R,BK,BKK
CHARAN-R,BK,BKK
CHARAN,BK,BKK
PLUS,BK,BKK
PTG-R,BK,BKK
PTG,BK,BKK
BVG,BK,BKK
SMD,BK,BKK
SMD-R,BK,BKK
ZEN,BK,BKK
ZEN-R,BK,BKK
LEO-R,BK,BKK
LEO,BK,BKK
PTTEP,BK,BKK
PTTEP-R,BK,BKK
AS-R,BK,BKK
AS,BK,BKK
LIT-R,BK,BKK
LIT,BK,BKK
ACG-R,BK,BKK
ACG,BK,BKK
CEN,BK,BKK
CEN-R,BK,BKK
TCCC,BK,BKK
TCCC-R,BK,BKK
SIAM,BK,BKK
SIAM-R,BK,BKK
EKH,BK,BKK
EKH-R,BK,BKK
PREB-R,BK,BKK
PREB,BK,BKK
BGRIM-R,BK,BKK
BGRIM,BK,BKK
COLOR,BK,BKK
COLOR-R,BK,BKK
NTV-R,BK,BKK
NTV,BK,BKK
ASIMAR-R,BK,BKK
ASIMAR,BK,BKK
PG,BK,BKK
PG-R,BK,BKK
SEAOIL,BK,BKK
SEAOIL-R,BK,BKK
SSF-R,BK,BKK
SSF,BK,BKK
AHC,BK,BKK
AHC-R,BK,BKK
WIIK,BK,BKK
WIIK-R,BK,BKK
SYNTEC-R,BK,BKK
SYNTEC,BK,BKK
WICE-R,BK,BKK
GLOBAL,BK,BKK
GLOBAL-R,BK,BKK
WICE,BK,BKK
SHR,BK,BKK
SHR-R,BK,BKK
SCGP-R,BK,BKK
SCGP,BK,BKK
CAZ-R,BK,BKK
CAZ,BK,BKK
CRC-R,BK,BKK
CRC,BK,BKK
TCAP-R,BK,BKK
TCAP,BK,BKK
KTB,BK,BKK
KTB-R,BK,BKK
SUTHA,BK,BKK
SUTHA-R,BK,BKK
GROREIT,BK,BKK
TFMAMA-R,BK,BKK
TFMAMA,BK,BKK
POLY,BK,BKK
M-R,BK,BKK
M,BK,BKK
AIRA-R,BK,BKK
AIRA,BK,BKK
UP,BK,BKK
UP-R,BK,BKK
TASCO,BK,BKK
TASCO-R,BK,BKK
MCOT,BK,BKK
MCOT-R,BK,BKK
SAMTEL,BK,BKK
BM,BK,BKK
BM-R,BK,BKK
SAMTEL-R,BK,BKK
NETBAY,BK,BKK
NETBAY-R,BK,BKK
SAMART,BK,BKK
SAMART-R,BK,BKK
UPF,BK,BKK
UPF-R,BK,BKK
BTG,BK,BKK
VARO-R,BK,BKK
VARO,BK,BKK
BH-R,BK,BKK
BH,BK,BKK
SUN,BK,BKK
SUN-R,BK,BKK
KKP,BK,BKK
KKP-R,BK,BKK
CPALL,BK,BKK
CPALL-R,BK,BKK
SCCC,BK,BKK
SCCC-R,BK,BKK
CBG,BK,BKK
CBG-R,BK,BKK
BBL,BK,BKK
BBL-R,BK,BKK
SSPF,BK,BKK
CPT-R,BK,BKK
COTTO-R,BK,BKK
FUTUREPF,BK,BKK
EP,BK,BKK
CPW-R,BK,BKK
AYUD,BK,BKK
OCC-R,BK,BKK
PLANET,BK,BKK
INETREIT,BK,BKK
SAM,BK,BKK
PTTGC-R,BK,BKK
INGRS,BK,BKK
CTARAF,BK,BKK
PL,BK,BKK
W,BK,BKK
SOLAR-R,BK,BKK
BEAUTY,BK,BKK
AAI,BK,BKK
SM,BK,BKK
AJA,BK,BKK
3K-BAT,BK,BKK
AMATAR,BK,BKK
SHREIT,BK,BKK
GRAND,BK,BKK
SOLAR,BK,BKK
CPNREIT,BK,BKK
DOHOME,BK,BKK
IRCP,BK,BKK
TEAM-R,BK,BKK
PIN-R,BK,BKK
PSG,BK,BKK
INTUCH,BK,BKK
SFP-R,BK,BKK
TTT,BK,BKK
WORK,BK,BKK
SGF,BK,BKK
WORK-R,BK,BKK
AQUA,BK,BKK
ML-R,BK,BKK
VIBHA,BK,BKK
IFS,BK,BKK
A-R,BK,BKK
AQ,BK,BKK
APCO,BK,BKK
RBF,BK,BKK
TMT-R,BK,BKK
BJC-R,BK,BKK
SST,BK,BKK
TSR-R,BK,BKK
TIPCO,BK,BKK
STECH,BK,BKK
AUCT,BK,BKK
PRAKIT,BK,BKK
AI-R,BK,BKK
BJC,BK,BKK
BDMS,BK,BKK
FNS-R,BK,BKK
PSG,BK,BKK
INTUCH,BK,BKK
OSP-R,BK,BKK
SFP,BK,BKK
SELIC-R,BK,BKK
WORK,BK,BKK
SGF,BK,BKK
WORK-R,BK,BKK
ESTAR-R,BK,BKK
VIBHA,BK,BKK
TSR-R,BK,BKK
IRCP-R,BK,BKK
BJC,BK,BKK
TCC,BK,BKK
BDMS,BK,BKK
TRUBB-R,BK,BKK
STECH,BK,BKK
OISHI-R,BK,BKK
SOLAR-R,BK,BKK
SST,BK,BKK
CSR-R,BK,BKK
UEC-R,BK,BKK
AIMIRT,BK,BKK
SCI-R,BK,BKK
PORT-R,BK,BKK
SSTRT,BK,BKK
AAV-R,BK,BKK
OCC,BK,BKK
SEAFCO-R,BK,BKK
AJA-R,BK,BKK
NATION-R,BK,BKK
BAREIT,BK,BKK
DREIT,BK,BKK
BEAUTY-R,BK,BKK
TSI,BK,BKK
JCKH,BK,BKK
VIBHA-R,BK,BKK
EVER,BK,BKK
PSTC-R,BK,BKK
JCKH-R,BK,BKK
MODERN-R,BK,BKK
PORT,BK,BKK
WP-R,BK,BKK
SENA-R,BK,BKK
AUCT-R,BK,BKK
CMAN-R,BK,BKK
TMD-R,BK,BKK
PRI,BK,BKK
SCP,BK,BKK
THMUI,BK,BKK
TKS,BK,BKK
SPRC-R,BK,BKK
SUPER,BK,BKK
SENA,BK,BKK
AQUA-R,BK,BKK
PT-R,BK,BKK
TOP-R,BK,BKK
TRV,BK,BKK
AQ-R,BK,BKK
AI,BK,BKK
JAK,BK,BKK
NVD,BK,BKK
OISHI,BK,BKK
OGC,BK,BKK
FLOYD,BK,BKK
BSM-R,BK,BKK
PDG,BK,BKK
KUN-R,BK,BKK
NEWS,BK,BKK
BGT,BK,BKK
MUD,BK,BKK
CSS,BK,BKK
SHANG,BK,BKK
SABINA-R,BK,BKK
PIN,BK,BKK
TKT,BK,BKK
ESTAR,BK,BKK
VL-R,BK,BKK
PDG-R,BK,BKK
PT,BK,BKK
TWZ-R,BK,BKK
TACC-R,BK,BKK
SRICHA,BK,BKK
VL,BK,BKK
STGT,BK,BKK
META-R,BK,BKK
2S-R,BK,BKK
III-R,BK,BKK
BIOTEC-R,BK,BKK
TRUE,BK,BKK
TR,BK,BKK
SPA-R,BK,BKK
EVER-R,BK,BKK
PLE-R,BK,BKK
ACAP-R,BK,BKK
KASET,BK,BKK
PPPM,BK,BKK
SNP-R,BK,BKK
UAC-R,BK,BKK
SK,BK,BKK
EP-R,BK,BKK
FLOYD-R,BK,BKK
SPRIME,BK,BKK
CIMBT,BK,BKK
SMK,BK,BKK
TNPF,BK,BKK
TLHPF,BK,BKK
CKP-R,BK,BKK
W-R,BK,BKK
CPW,BK,BKK
CSR,BK,BKK
INGRS-R,BK,BKK
KC,BK,BKK
AIMCG,BK,BKK
HYDROGEN,BK,BKK
SMK-R,BK,BKK
PAP,BK,BKK
GEL-R,BK,BKK
PL-R,BK,BKK
OTO,BK,BKK
KCM-R,BK,BKK
META,BK,BKK
PEACE,BK,BKK
KC-R,BK,BKK
ITTHI,BK,BKK
KGEN,BK,BKK
METCO-R,BK,BKK
BSBM,BK,BKK
EFORL,BK,BKK
K-R,BK,BKK
OGC-R,BK,BKK
KUN,BK,BKK
BANPU,BK,BKK
CKP,BK,BKK
BEC,BK,BKK
PRAKIT-R,BK,BKK
HARN-R,BK,BKK
K,BK,BKK
TH,BK,BKK
ML,BK,BKK
SPACK,BK,BKK
JAK-R,BK,BKK
VIH,BK,BKK
MUD-R,BK,BKK
BANPU-R,BK,BKK
TKS-R,BK,BKK
JUBILE-R,BK,BKK
RATCH,BK,BKK
FSS,BK,BKK
VCOM,BK,BKK
FNS,BK,BKK
SPACK-R,BK,BKK
NVD-R,BK,BKK
FSS-R,BK,BKK
TSR,BK,BKK
TPCS-R,BK,BKK
SST-R,BK,BKK
SIRI,BK,BKK
RPH-R,BK,BKK
IFS-R,BK,BKK
DCC-R,BK,BKK
UTP,BK,BKK
PHOL,BK,BKK
TSTE-R,BK,BKK
NTSC,BK,BKK
TRUE-R,BK,BKK
BTS-R,BK,BKK
ADB,BK,BKK
RATCH-R,BK,BKK
CI-R,BK,BKK
SABINA,BK,BKK
RBF-R,BK,BKK
SELIC,BK,BKK
D,BK,BKK
TNL,BK,BKK
STECH-R,BK,BKK
DTCI,BK,BKK
FORTH,BK,BKK
TTI,BK,BKK
BDMS-R,BK,BKK
SUC,BK,BKK
SAMCO,BK,BKK
FTI,BK,BKK
MAKRO-R,BK,BKK
CPN,BK,BKK
BIOTEC,BK,BKK
CPN-R,BK,BKK
RPH,BK,BKK
UPOIC,BK,BKK
SCM-R,BK,BKK
SIRI-R,BK,BKK
GAHREIT,BK,BKK
KASET-R,BK,BKK
FTREIT,BK,BKK
GRAND-R,BK,BKK
KCM,BK,BKK
TRT,BK,BKK
CIG,BK,BKK
GTV-R,BK,BKK
STPI,BK,BKK
FTREIT,BK,BKK
STPI,BK,BKK
WHABT,BK,BKK
GCAP-R,BK,BKK
KCM,BK,BKK
GAHREIT,BK,BKK
KASET-R,BK,BKK
CIG,BK,BKK
GTV-R,BK,BKK
PPPM-R,BK,BKK
GRAND-R,BK,BKK
TR-R,BK,BKK
OTO-R,BK,BKK
RP-R,BK,BKK
AAV,BK,BKK
TRT,BK,BKK
TTT-R,BK,BKK
UTP-R,BK,BKK
CPF-R,BK,BKK
E1VFVN3001,BK,BKK
TNDT-R,BK,BKK
DTCENT,BK,BKK
SAMCO-R,BK,BKK
TSTE,BK,BKK
TPLAS,BK,BKK
DRT-R,BK,BKK
SHANG-R,BK,BKK
GLAND,BK,BKK
CPF,BK,BKK
TGH,BK,BKK
SCM,BK,BKK
TNDT,BK,BKK
GPI,BK,BKK
TACC,BK,BKK
TTCL-R,BK,BKK
METCO,BK,BKK
VCOM-R,BK,BKK
TITLE,BK,BKK
MAKRO,BK,BKK
PATO,BK,BKK
SRICHA-R,BK,BKK
NEWS-R,BK,BKK
OSP,BK,BKK
GBX,BK,BKK
TWZ,BK,BKK
EFORL-R,BK,BKK
BSM,BK,BKK
TMD,BK,BKK
D-R,BK,BKK
SFT,BK,BKK
TMILL-R,BK,BKK
WP,BK,BKK
LST,BK,BKK
WFX,BK,BKK
TOG-R,BK,BKK
CSS-R,BK,BKK
TTW-R,BK,BKK
TKT-R,BK,BKK
BGT-R,BK,BKK
DCC,BK,BKK
APCO-R,BK,BKK
BEC-R,BK,BKK
NATION,BK,BKK
UAC,BK,BKK
SCC,BK,BKK
AMA,BK,BKK
PSTC,BK,BKK
GEL,BK,BKK
PLE,BK,BKK
PTTGC,BK,BKK
PQS,BK,BKK
DRT,BK,BKK
SPRC,BK,BKK
BIG-R,BK,BKK
ICC-R,BK,BKK
24CS,BK,BKK
AMA-R,BK,BKK
TOG,BK,BKK
PACO-R,BK,BKK
PACO,BK,BKK
CRD-R,BK,BKK
GBX-R,BK,BKK
TMT,BK,BKK
TTI-R,BK,BKK
DTCI-R,BK,BKK
LUXF,BK,BKK
JAS-R,BK,BKK
ALT-R,BK,BKK
GCAP,BK,BKK
KGEN-R,BK,BKK
MIT,BK,BKK
SEAFCO,BK,BKK
CIMBT-R,BK,BKK
UEC,BK,BKK
MJLF,BK,BKK
ALT,BK,BKK
RP,BK,BKK
TGH-R,BK,BKK
SFT-R,BK,BKK
GRAMMY,BK,BKK
SAM-R,BK,BKK
MIT,BK,BKK
DEXON,BK,BKK
PLANET-R,BK,BKK
TRT-R,BK,BKK
KGEN-R,BK,BKK
ALT,BK,BKK
MJLF,BK,BKK
SPA,BK,BKK
RP,BK,BKK
TGH-R,BK,BKK
TMILL,BK,BKK
STGT-R,BK,BKK
TPCS,BK,BKK
VIH-R,BK,BKK
FORTH-R,BK,BKK
PHOL-R,BK,BKK
GRAMMY,BK,BKK
TRUBB,BK,BKK
TEAM,BK,BKK
TITLE-R,BK,BKK
TYCN-R,BK,BKK
SUC-R,BK,BKK
TH-R,BK,BKK
LEE,BK,BKK
BIG,BK,BKK
SUPER-R,BK,BKK
THMUI-R,BK,BKK
GRAMMY-R,BK,BKK
MODERN,BK,BKK
TOP,BK,BKK
SGF-R,BK,BKK
ADB-R,BK,BKK
BSBM-R,BK,BKK
ICC,BK,BKK
BTS,BK,BKK
A,BK,BKK
TTCL,BK,BKK
QTC,BK,BKK
SNP,BK,BKK
SK-R,BK,BKK
HARN,BK,BKK
GLAND-R,BK,BKK
SFT-R,BK,BKK
TVO-R,BK,BKK
LST-R,BK,BKK
JUBILE,BK,BKK
CRD,BK,BKK
JAS,BK,BKK
JCK,BK,BKK
SAAM,BK,BKK
BIS,BK,BKK
CMAN,BK,BKK
TTW,BK,BKK
JCK-R,BK,BKK
SEAFCO,BK,BKK
CIMBT-R,BK,BKK
JAS-R,BK,BKK
STANLY,BK,BKK
STANLY-R,BK,BKK
BKI-R,BK,BKK
BKI,BK,BKK
THG,BK,BKK
THG-R,BK,BKK
KBANK,BK,BKK
KBANK-R,BK,BKK
KWC-R,BK,BKK
KWC,BK,BKK
HFT,BK,BKK
HFT-R,BK,BKK
APURE,BK,BKK
APURE-R,BK,BKK
KGI-R,BK,BKK
KGI,BK,BKK
MFC,BK,BKK
MFC-R,BK,BKK
SCB,BK,BKK
SCB-R,BK,BKK
APCS,BK,BKK
APCS-R,BK,BKK
SIS,BK,BKK
SIS-R,BK,BKK
BCH,BK,BKK
BCH-R,BK,BKK
AJ,BK,BKK
AJ-R,BK,BKK
BGC-R,BK,BKK
BGC,BK,BKK
SAT-R,BK,BKK
SAT,BK,BKK
PRAPAT-R,BK,BKK
LOXLEY-R,BK,BKK
CFRESH,BK,BKK
LOXLEY,BK,BKK
PRAPAT,BK,BKK
CFRESH-R,BK,BKK
KTMS,BK,BKK
MNIT,BK,BKK
GYT,BK,BKK
GYT-R,BK,BKK
PROSPECT,BK,BKK
ALUCON-R,BK,BKK
ALUCON,BK,BKK
SKR-R,BK,BKK
SKR,BK,BKK
IT,BK,BKK
IT-R,BK,BKK
BEM-R,BK,BKK
BEM,BK,BKK
KWM-R,BK,BKK
KWM,BK,BKK
MCS,BK,BKK
MCS-R,BK,BKK
WPH,BK,BKK
WPH-R,BK,BKK
LALIN-R,BK,BKK
KTBSTMR,BK,BKK
LALIN,BK,BKK
ROH-R,BK,BKK
ROH,BK,BKK
MATI,BK,BKK
MATI-R,BK,BKK
PM-R,BK,BKK
PM,BK,BKK
TPIPP-R,BK,BKK
TPIPP,BK,BKK
KLINIQ,BK,BKK
KCAR,BK,BKK
KCAR-R,BK,BKK
TPRIME,BK,BKK
MATCH,BK,BKK
MATCH-R,BK,BKK
ABM-R,BK,BKK
ABM,BK,BKK
BOFFICE,BK,BKK
ASIA,BK,BKK
ASIA-R,BK,BKK
TMC,BK,BKK
TPS-R,BK,BKK
TMC-R,BK,BKK
TPS,BK,BKK
SAF,BK,BKK
APP,BK,BKK
WHAIR,BK,BKK
TPAC,BK,BKK
TPAC-R,BK,BKK
YGG-R,BK,BKK
YGG,BK,BKK
ALLY,BK,BKK
AOT-R,BK,BKK
AOT,BK,BKK
IND,BK,BKK
IND-R,BK,BKK
AMC-R,BK,BKK
AMC,BK,BKK
HMPRO-R,BK,BKK
CPTGF,BK,BKK
HMPRO,BK,BKK
VRANDA,BK,BKK
VRANDA-R,BK,BKK
NC,BK,BKK
ECF-R,BK,BKK
CPI-R,BK,BKK
ECF,BK,BKK
NC-R,BK,BKK
CPI,BK,BKK
BA,BK,BKK
BA-R,BK,BKK
PB,BK,BKK
PB-R,BK,BKK
TTA,BK,BKK
TTA-R,BK,BKK
SSSC,BK,BKK
PRIME,BK,BKK
PRIME-R,BK,BKK
SSSC-R,BK,BKK
AFC-R,BK,BKK
AFC,BK,BKK
SPI-R,BK,BKK
SPI,BK,BKK
HTC,BK,BKK
HTC-R,BK,BKK
DDD-R,BK,BKK
MALEE-R,BK,BKK
DDD,BK,BKK
MALEE,BK,BKK
CHOTI,BK,BKK
CHOTI-R,BK,BKK
Q-CON-R,BK,BKK
Q-CON,BK,BKK
GGC-R,BK,BKK
GGC,BK,BKK
BAFS,BK,BKK
BAFS-R,BK,BKK
NCL-R,BK,BKK
TM,BK,BKK
NCL,BK,BKK
TM-R,BK,BKK
MVP-R,BK,BKK
MVP,BK,BKK
KISS,BK,BKK
INET-R,BK,BKK
INET,BK,BKK
LHHOTEL,BK,BKK
BAM-R,BK,BKK
BAM,BK,BKK
AMARC,BK,BKK
TAE-R,BK,BKK
TAE,BK,BKK
PSL-R,BK,BKK
PSL,BK,BKK
ICHI,BK,BKK
ICHI-R,BK,BKK
PROEN,BK,BKK
PROEN-R,BK,BKK
QH-R,BK,BKK
UBE-R,BK,BKK
EASON,BK,BKK
QH,BK,BKK
UBE,BK,BKK
EASON-R,BK,BKK
COMAN,BK,BKK
COMAN-R,BK,BKK
AF-R,BK,BKK
AF,BK,BKK
JR,BK,BKK
