ticker,yfExchange,convertedExchangePYPL,BA,
BRKA,VI,
DFS,VI,
CNHI,VI,
VOS,VI,
BEI,VI,
MTC2,VI,
CVS,VI,
HBH,VI,
AGEN,VI,
NEWM,VI,
VRTX,VI,
SPGR,VI,
SNOW,VI,
FNTN,VI,
A2A,VI,
EXEC,VI,
PAYX,VI,
HOG,VI,
ZAL,VI,
MTD,VI,
PSXC,VI,
KRN,VI,
SBO,VI,
FNIS,VI,
WAB,VI,
VIV,VI,
FORD,VI,
EN,VI,
BDX,VI,
P1Z,VI,
WAC,VI,
DUKE,VI,
BGN,VI,
FISV,VI,
DEER,VI,
DTE,VI,
ETSY,VI,
BC8,VI,
JPM,VI,
HES,VI,
TGTC,VI,
SAF,VI,
NEE,VI,
OR,VI,
NISA,VI,
ORLY,VI,
IG,VI,
EVK,VI,
HAS,VI,
WSU,VI,
ENEL,VI,
MRNA,VI,
AEPC,VI,
LOWE,VI,
AMGN,VI,
ACS,VI,
ORA,VI,
ARDA,VI,
BMW,VI,
SOUT,VI,
ENGI,VI,
DIC,VI,
VISA,VI,
GXI,VI,
SW,VI,
CDE,VI,
COK,VI,
SKB,VI,
G1A,VI,
ALV,VI,
PLTR,VI,
SFT,VI,
NEM,VI,
AVBC,VI,
SU,VI,
KMI,VI,
XOM,VI,
UBER,VI,
SIX2,VI,
DLTR,VI,
ENR,VI,
IOY,VI,
ATVI,VI,
HLAG,VI,
LNZ,VI,
G24,VI,
BA,VI,
FSLR,VI,
COLO,VI,
CTVA,VI,
JUN3,VI,
BAYN,VI,
PLUG,VI,
WFC,VI,
SGO,VI,
AM3D,VI,
HAB2,VI,
MOSI,VI,
1COV,VI,
AXP,VI,
DEZ,VI,
COPH,VI,
WIE,VI,
REGN,VI,
NTO,VI,
FER,VI,
DTG,VI,
ARL,VI,
TSCO,VI,
FPE4,VI,
AENA,VI,
AHLA,VI,
CCIN,VI,
CITI,VI,
BOAC,VI,
FLU,VI,
BAS,VI,
UBIS,VI,
WUW,VI,
TEVA,VI,
REE,VI,
LHA,VI,
VFC,VI,
ANA,VI,
STT,VI,
CARG,VI,
EVD,VI,
ATT,VI,
TSFA,VI,
CSCO,VI,
NNN1,VI,
LHXT,VI,
PCAR,VI,
VZ,VI,
DG,VI,
TMV,VI,
BONY,VI,
PFV,VI,
NXPI,VI,
SAX,VI,
CS,VI,
NZYM,VI,
HLE,VI,
PFE,VI,
FCX,VI,
DBO,VI,
LEG,VI,
SRT3,VI,
AIR,VI,
DPW,VI,
LR,VI,
SWKS,VI,
HOT,VI,
LYFT,VI,
AIXT,VI,
DSV,VI,
TEN,VI,
FACC,VI,
AAD,VI,
HD,VI,
CAP,VI,
SPOT,VI,
ADI,VI,
COFI,VI,
DDPN,VI,
KBX,VI,
TKR,VI,
NNOR,VI,
DWNI,VI,
CEC,VI,
GLJ,VI,
PYT,VI,
BMED,VI,
WAF,VI,
RWE,VI,
MCHP,VI,
AMD,VI,
SNWF,VI,
IFX,VI,
RAA,VI,
GMOT,VI,
AZM,VI,
TTK,VI,
GAS,VI,
DBAN,VI,
BNTX,VI,
DOEN,VI,
WBO,VI,
INGA,VI,
LVSC,VI,
VWSB,VI,
WBA,VI,
MPC,VI,
ES,VI,
DDOG,VI,
BKR,VI,
UCG,VI,
RHM,VI,
SZU,VI,
MBG,VI,
IDR,VI,
REP,VI,
JMIA,VI,
TFC,VI,
GYC,VI,
HHFA,VI,
2SU,VI,
SHOP,VI,
PH,VI,
BBVA,VI,
TOM,VI,
CMI,VI,
WCH,VI,
MT,VI,
SAN,VI,
PEG,VI,
SNAP,VI,
MTX,VI,
MB,VI,
FRA,VI,
PSM,VI,
LGA,VI,
USBC,VI,
HWM,VI,
TTWO,VI,
MRSK,VI,
BKT,VI,
SHA,VI,
MAT1,VI,
VOW,VI,
VIE,VI,
NDX1,VI,
GPN,VI,
ASML,VI,
ADTN,VI,
TSLA,VI,
TSN,VI,
RLI,VI,
MAT,VI,
MACY,VI,
ZIL2,VI,
ACX,VI,
US,VI,
AVTR,VI,
SPI,VI,
AMAD,VI,
ZOOM,VI,
PBB,VI,
GVC,VI,
NNND,VI,
JKS,VI,
LEVI,VI,
ALBE,VI,
DANS,VI,
SQU,VI,
PUB,VI,
HYQ,VI,
VNA,VI,
TEG,VI,
SDF,VI,
BMRN,VI,
ATS,VI,
FR,VI,
RUN,VI,
HAL,VI,
DBK,VI,
VLO,VI,
AC,VI,
BNP,VI,
BIO,VI,
WDC,VI,
PST,VI,
FCEL,VI,
APAM,VI,
STXH,VI,
EA,VI,
WTW,VI,
WMG,VI,
REC,VI,
KEY,VI,
GYT,VI,
BY6,VI,
UEC,VI,
IFF,VI,
GRU,VI,
SGL,VI,
CTSH,VI,
KES,VI,
UNI,VI,
AOX,VI,
FME,VI,
GLE,VI,
PECN,VI,
ISP,VI,
SOW,VI,
RNO,VI,
IAG,VI,
NKLA,VI,
COIN,VI,
CBK,VI,
GAGS,VI,
BRE,VI,
FOOT,VI,
AKAM,VI,
CVAC,VI,
ACAG,VI,
GRV,VI,
TRVG,VI,
MAN,VI,
ALLS,VI,
CYQ,AX,
SIH,AX,
APX,AX,
FTC,AX,
CCO,AX,
SIT,AX,
LNU,AX,
HVM,AX,
ODE,AX,
APC,AX,
ADS,AX,
RML,AX,
SCU,AX,
NES,AX,
AJQ,AX,
BEZ,AX,
ERL,AX,
ECG,AX,
HTM,AX,
BME,AX,
TZL,AX,
ARC,AX,
OPN,AX,
POL,AX,
R3D,AX,
TRT,AX,
SPQ,AX,
RLF,AX,
CZR,AX,
OPA,AX,
NCL,AX,
HYT,AX,
NGS,AX,
NYM,AX,
XRG,AX,
ACR,AX,
RLG,AX,
1MC,AX,
OLY,AX,
MDX,AX,
MCL,AX,
ETR,AX,
PKO,AX,
ESR,AX,
HOR,AX,
CDR,AX,
ATX,AX,
PSC,AX,
MPR,AX,
CSX,AX,
PVL,AX,
VML,AX,
PRX,AX,
VN8,AX,
PLG,AX,
MYX,AX,
VMT,AX,
ST1,AX,
GRE,AX,
KSN,AX,
COB,AX,
TOE,AX,
SKN,AX,
PWN,AX,
AX8,AX,
GGE,AX,
L1M,AX,
ATS,AX,
4DX,AX,
INF,AX,
MEK,AX,
IPT,AX,
LVT,AX,
RGS,AX,
TSN,AX,
SOR,AX,
LRD,AX,
MNS,AX,
SPA,AX,
PGC,AX,
BCK,AX,
AHF,AX,
KAM,AX,
PL3,AX,
LDR,AX,
TRP,AX,
GBZ,AX,
NIM,AX,
IRD,AX,
LVH,AX,
HMD,AX,
TSO,AX,
RND,AX,
BLY,AX,
HRZ,AX,
DM1,AX,
NYR,AX,
BML,AX,
KP2,AX,
MRR,AX,
FIN,AX,
GSM,AX,
BM8,AX,
STM,AX,
OD6,AX,
PLT,AX,
TAR,AX,
BTR,AX,
SKF,AX,
ZAG,AX,
EPM,AX,
SOP,AX,
COE,AX,
PFT,AX,
SNS,AX,
NMT,AX,
RAD,AX,
BNZ,AX,
LME,AX,
MBH,AX,
CMD,AX,
EMP,AX,
EPN,AX,
CDT,AX,
MAY,AX,
ID8,AX,
RED,AX,
CI1,AX,
BSE,AX,
OIL,AX,
WSR,AX,
RNX,AX,
LIO,AX,
ADO,AX,
NME,AX,
TEK,AX,
PVE,AX,
NSB,AX,
ERW,AX,
LNR,AX,
TG6,AX,
KZA,AX,
IMR,AX,
ADN,AX,
LOM,AX,
SIV,AX,
SSM,AX,
TSK,AX,
VMC,AX,
ADD,AX,
WRK,AX,
SWP,AX,
CF1,AX,
CGS,AX,
RVT,AX,
IFM,AX,
AML,AX,
RGL,AX,
GPR,AX,
CXZ,AX,
ZEU,AX,
KAI,AX,
M3M,AX,
CBE,AX,
SOV,AX,
NNL,AX,
HNG,AX,
KGN,AX,
HLA,AX,
MAU,AX,
RVS,AX,
MGT,AX,
SMI,AX,
SNG,AX,
EGG,AX,
CE1,AX,
OJC,AX,
JRV,AX,
QEM,AX,
SLB,AX,
BTC,AX,
VR1,AX,
DGR,AX,
CCX,AX,
ABY,AX,
B4P,AX,
MDR,AX,
TMB,AX,
HMG,AX,
BAS,AX,
BPH,AX,
HIL,AX,
YAR,AX,
WR1,AX,
CDX,AX,
KFM,AX,
UBI,AX,
TVL,AX,
WA1,AX,
UNT,AX,
REE,AX,
AUZ,AX,
SGI,AX,
SPT,AX,
IVZ,AX,
EM2,AX,
DUN,AX,
DTZ,AX,
MTC,AX,
EBR,AX,
EPY,AX,
FEX,AX,
HRE,AX,
RBX,AX,
MAG,AX,
PVW,AX,
ABB,AX,
AWJ,AX,
E33,AX,
MZZ,AX,
KGL,AX,
SFC,AX,
SND,AX,
TG1,AX,
BYH,AX,
UCM,AX,
RDG,AX,
PXS,AX,
WGN,AX,
BBT,AX,
IIQ,AX,
MAH,AX,
PNR,AX,
MXI,AX,
TIE,AX,
RLT,AX,
SXG,AX,
WIA,AX,
KOR,AX,
AU1,AX,
NWM,AX,
FME,AX,
CAZ,AX,
NVU,AX,
TOR,AX,
HAV,AX,
IDT,AX,
MMM,AX,
KTA,AX,
DRX,AX,
SHJ,AX,
E25,AX,
RYD,AX,
EIQ,AX,
KZR,AX,
NXL,AX,
29M,AX,
BSL,AX,
LFG,AX,
MI6,AX,
NPR,AX,
KNI,AX,
WGX,AX,
CL8,AX,
AR9,AX,
HZN,AX,
TRE,AX,
UBN,AX,
BMT,AX,
TTT,AX,
CTM,AX,
SDR,AX,
LCL,AX,
RCR,AX,
TMS,AX,
HHR,AX,
CYL,AX,
CAN,AX,
FEG,AX,
RPM,AX,
STP,AX,
PPK,AX,
GMR,AX,
SUV,AX,
DMM,AX,
PLS,AX,
TON,AX,
NRZ,AX,
LMG,AX,
SLC,AX,
PPE,AX,
GNG,AX,
MPG,AX,
SWF,AX,
NZK,AX,
IPD,AX,
CNW,AX,
AON,AX,
ANP,AX,
ERM,AX,
KAL,AX,
KNG,AX,
MRM,AX,
CAI,AX,
SHP,AX,
ATM,AX,
EZZ,AX,
NXD,AX,
AUT,AX,
MEA,AX,
CSR,AX,
HPG,AX,
BWF,AX,
PGO,AX,
SRX,AX,
CHL,AX,
AGR,AX,
NOU,AX,
YRL,AX,
OSX,AX,
ANO,AX,
HLO,AX,
EMN,AX,
AQN,AX,
STK,AX,
IDA,AX,
SKO,AX,
TVN,AX,
JMS,AX,
MTO,AX,
LIN,AX,
AOF,AX,
RNU,AX,
DCC,AX,
FCL,AX,
ATA,AX,
GSS,AX,
NAG,AX,
SVL,AX,
MOV,AX,
AMP,AX,
PTX,AX,
SBM,AX,
D2O,AX,
CCV,AX,
NC6,AX,
EVG,AX,
GTN,AX,
TUL,AX,
ASM,AX,
EOS,AX,
CAY,AX,
ZNO,AX,
CHM,AX,
EV1,AX,
CY5,AX,
IMM,AX,
LEX,AX,
CNB,AX,
AGG,AX,
XRF,AX,
KSC,AX,
FXG,AX,
VHT,AX,
BC8,AX,
QGL,AX,
LM8,AX,
VVA,AX,
CIA,AX,
FSG,AX,
AYA,AX,
RDY,AX,
BBN,AX,
NTD,AX,
TNT,AX,
HGO,AX,
DHG,AX,
BKW,AX,
CAA,AX,
ACF,AX,
TWE,AX,
BPT,AX,
ANG,AX,
AKM,AX,
IVR,AX,
MCP,AX,
PRO,AX,
SOM,AX,
HPI,AX,
QHL,AX,
LPM,AX,
TRJ,AX,
PTM,AX,
ACW,AX,
AV1,AX,
TKM,AX,
EHE,AX,
SHA,AX,
SUN,AX,
TGF,AX,
TYR,AX,
AFP,AX,
VTG,AX,
ABC,AX,
SGM,AX,
ADA,AX,
PMC,AX,
CDO,AX,
WAT,AX,
EHL,AX,
ARX,AX,
JRL,AX,
KAR,AX,
BBX,AX,
LYN,AX,
PNN,AX,
GQG,AX,
TBR,AX,
SWM,AX,
ALA,AX,
SCN,AX,
IPC,AX,
PAI,AX,
ANX,AX,
A1M,AX,
SFR,AX,
ALI,AX,
OFX,AX,
AWC,AX,
NCC,AX,
MIN,AX,
TRS,AX,
WMI,AX,
SHV,AX,
BTI,AX,
EAI,AX,
AAC,AX,
ORR,AX,
CDM,AX,
5GG,AX,
RFA,AX,
GBR,AX,
BOT,AX,
MYR,AX,
NHF,AX,
NWH,AX,
MVP,AX,
BTH,AX,
DMP,AX,
CAM,AX,
AX1,AX,
SSR,AX,
EP1,AX,
ASB,AX,
IXC,AX,
REX,AX,
XTE,AX,
LFS,AX,
MLG,AX,
STX,AX,
8CO,AX,
CBO,AX,
FDV,AX,
LSX,AX,
QAN,AX,
ARF,AX,
URW,AX,
REA,AX,
MFB,AX,
PNV,AX,
VSL,AX,
MX1,AX,
HFR,AX,
NIS,AX,
IGO,AX,
NCM,AX,
E79,AX,
NAB,AX,
AXN,AX,
MM8,AX,
SPD,AX,
AVG,AX,
BRB,AX,
AVA,AX,
RKN,AX,
BRL,AX,
CSS,AX,
DUG,AX,
MHJ,AX,
CRN,AX,
GDC,AX,
VG1,AX,
ILU,AX,
STO,AX,
GLN,AX,
SIQ,AX,
IMD,AX,
MP1,AX,
PRU,AX,
MFG,AX,
RRL,AX,
CMM,AX,
TWR,AX,
BOQ,AX,
ACE,AX,
SLH,AX,
HM1,AX,
GVF,AX,
AVH,AX,
ACL,AX,
EZL,AX,
LRK,AX,
NXS,AX,
CWP,AX,
MAM,AX,
MPL,AX,
UOS,AX,
SMP,AX,
IAG,AX,
IVC,AX,
SRL,AX,
PL8,AX,
PWR,AX,
RCE,AX,
VUL,AX,
BGA,AX,
BGL,AX,
JBH,AX,
NEC,AX,
S32,AX,
PPT,AX,
AII,AX,
MIR,AX,
KOV,AX,
UMG,AX,
WDS,AX,
IKE,AX,
AQZ,AX,
AVR,AX,
DRR,AX,
DEG,AX,
COS,AX,
SRV,AX,
NWS,AX,
SDI,AX,
TLC,AX,
DDH,AX,
QBE,AX,
AMC,AX,
HLI,AX,
ARG,AX,
VHM,AX,
JIN,AX,
FLT,AX,
WEB,AX,
NIC,AX,
EDC,AX,
PXA,AX,
PIA,AX,
NZM,AX,
AGI,AX,
GOR,AX,
AMH,AX,
KMD,AX,
WOR,AX,
HT1,AX,
HMC,AX,
WMA,AX,
PMV,AX,
ACQ,AX,
PFP,AX,
RIO,AX,
CYC,AX,
TLS,AX,
INA,AX,
MFD,AX,
ALX,AX,
FGG,AX,
ADH,AX,
JLG,AX,
HDN,AX,
PWH,AX,
GLB,AX,
PPH,AX,
DXC,AX,
CNU,AX,
HCW,AX,
NUF,AX,
RUL,AX,
ALU,AX,
ARB,AX,
AUB,AX,
CQE,AX,
CGF,AX,
EQT,AX,
EOL,AX,
WBC,AX,
PME,AX,
SUL,AX,
NCK,AX,
CLX,AX,
BKI,AX,
FSI,AX,
CTD,AX,
IRE,AX,
WAM,AX,
LGL,AX,
IPG,AX,
BIS,AX,
GCI,AX,
MTS,AX,
BLD,AX,
ORG,AX,
JHG,AX,
PSI,AX,
TCL,AX,
APA,AX,
NAN,AX,
REH,AX,
GMG,AX,
PAC,AX,
BXB,AX,
AFI,AX,
MMS,AX,
NABPF,AX,
WBCPH,AX,
MQGPC,AX,
CAR,AX,
CBAPH,AX,
BHP,AX,
BKL,AX,
RBL,AX,
MEL,AX,
NZO,AX,
AGC,AX,
LDX,AX,
NUC,AX,
SEN,AX,
AMM,AX,
IVT,AX,
GBE,AX,
TFL,AX,
LAM,AX,
BGE,AX,
S2R,AX,
ARN,AX,
DME,AX,
SCL,AX,
LMLND,AX,
RON,AX,
SRZ,AX,
HPR,AX,
KKO,AX,
MM1,AX,
WFL,AX,
EMT,AX,
HFY,AX,
MCT,AX,
ILA,AX,
SLZ,AX,
PCL,AX,
INV,AX,
ENA,AX,
BPP,AX,
HCT,AX,
IME,AX,
PPY,AX,
TLM,AX,
COY,AX,
SHN,AX,
EMV,AX,
OPL,AX,
MTL,AX,
TTM,AX,
ACU,AX,
AUH,AX,
HNR,AX,
RSH,AX,
BMO,AX,
NTM,AX,
WNX,AX,
